"code","error","x-global-transaction-id","usage__text_units","usage__text_characters","usage__features","language","keywords__text","keywords__sentiment__score","keywords__sentiment__label","keywords__relevance","keywords__emotion__sadness","keywords__emotion__joy","keywords__emotion__fear","keywords__emotion__disgust","keywords__emotion__anger"
"400","not enough text provided for language detection","0e7fa6da5a72cd4c0cd1d629","","","","","","","","","","","","",""
"400","not enough text provided for language detection","0e7fa6da5a72cd4c0cd1d439","","","","","","","","","","","","",""
"","","","1","31","1","en","gloss","-0.596194","negative","0.995515","0.151545","0.174219","0.093654","0.072945","0.08686"
"","","","1","18","1","en","","","","","","","","",""
"","","","1","23","1","en","nothng","0","neutral","0.964739","0.246191","0.120521","0.296772","0.152281","0.182949"
"","","","1","33","1","en","","","","","","","","",""
"","","","1","26","1","en","","","","","","","","",""
"","","","1","65","1","en","glitter","-0.415817","negative","0.925625","0.305799","0.059333","0.091138","0.065455","0.295398"
"","","","1","15","1","en","","","","","","","","",""
"","","","1","107","1","en","smell","-0.513348","negative","0.947935","0.072969","0.183032","0.102366","0.747683","0.014237"
"400","not enough text provided for language detection","0e7fa6da5a72cd4c0cd1d699","","","","","","","","","","","","",""
"","","","1","25","1","en","","","","","","","","",""
"","","","1","38","1","en","single time","0","neutral","0.953254","0.371857","0.214439","0.147498","0.112754","0.068017"
"","","","1","33","1","en","","","","","","","","",""
"","","","1","37","1","en","formula","0","neutral","0.953242","0.124935","0.077707","0.166274","0.095557","0.434747"
"400","not enough text provided for language detection","0e7fa6da5a72cd4c0cd1d4d9","","","","","","","","","","","","",""
"","","","1","41","1","en","coverage","-0.392735","negative","0.980324","0.390902","0.107683","0.150694","0.116435","0.203751"
"","","","1","44","1","en","color","0","neutral","0.976428","0.156092","0.031957","0.037922","0.01999","0.243247"
"","","","1","14","1","en","","","","","","","","",""
"","","","1","61","1","en","","","","","","","","",""
"400","not enough text provided for language detection","0e7fa6da5a72cd4c0cd1d6b9","","","","","","","","","","","","",""
"","","","1","70","1","en","kind","0","neutral","0.937599","0.22451","0.224157","0.154105","0.261248","0.071886"
"","","","1","43","1","en","product","0.475372","positive","0.927092","0.15857","0.543518","0.062614","0.118477","0.075906"
