"code","error","x-global-transaction-id","usage__text_units","usage__text_characters","usage__features","language","keywords__text","keywords__sentiment__score","keywords__sentiment__label","keywords__relevance","keywords__emotion__sadness","keywords__emotion__joy","keywords__emotion__fear","keywords__emotion__disgust","keywords__emotion__anger"
"","","","1","41","1","en","nothing.","-0.882656","negative","0.903313","0.17725","0.320509","0.141347","0.04278","0.051828"
"","","","1","26","1","en","","","","","","","","",""
"","","","1","49","1","en","description","0","neutral","0.941451","0.115999","0.16619","0.067271","0.172448","0.055467"
"400","not enough text provided for language detection","683fc2df5a72ce390bcea871","","","","","","","","","","","","",""
"","","","1","20","1","en","lips","0.739079","positive","0.960124","0.24602","0.285245","0.17908","0.185945","0.09862"
"","","","1","32","1","en","","","","","","","","",""
"","","","1","27","1","en","","","","","","","","",""
"","","","1","16","1","en","everythig","0","neutral","0.919899","0.15857","0.543518","0.062614","0.118477","0.075906"
"","","","1","72","1","en","big scientific words","0.763072","positive","0.931969","0.204246","0.375879","0.134937","0.116822","0.093561"
"","","","1","15","1","en","","","","","","","","",""
"","","","1","117","1","en","flavor","0","neutral","0.98883","0.149856","0.343814","0.008585","0.037936","0.059366"
"","","","1","88","1","en","description","0","neutral","0.95171","0.115999","0.16619","0.067271","0.172448","0.055467"
"","","","1","34","1","en","bit","-0.400563","negative","0.974577","0.24541","0.256898","0.136706","0.067051","0.084624"
"","","","1","30","1","en","word jelly","-0.754228","negative","0.914565","0.126619","0.292232","0.077788","0.126349","0.146857"
"","","","1","67","1","en","product","-0.39863","negative","0.915052","0.163659","0.171896","0.124162","0.032689","0.007267"
"400","not enough text provided for language detection","683fc2df5a72ce390cabdd99","","","","","","","","","","","","",""
"","","","1","134","1","en","watery texture","-0.890493","negative","0.914644","0.549251","0.176023","0.127325","0.075832","0.12728"
"","","","1","92","1","en","description","-0.462633","negative","0.905359","0.148307","0.248631","0.072153","0.121773","0.436374"
"400","not enough text provided for language detection","683fc2df5a72ce39017f65a3","","","","","","","","","","","","",""
"","","","1","25","1","en","description","0","neutral","0.992383","0.081193","0.15697","0.082138","0.093208","0.021903"
"","","","1","28","1","en","","","","","","","","",""
"","","","1","16","1","en","","","","","","","","",""
"","","","1","35","1","en","question","0","neutral","0.998542","0.090167","0.07463","0.067837","0.051937","0.098054"
"","","","1","164","1","en","new jelly texture","-0.921746","negative","0.961109","0.124956","0.022141","0.075927","0.761546","0.245332"
"400","not enough text provided for language detection","683fc2df5a72ce390bcea8b1","","","","","","","","","","","","",""
"","","","1","63","1","en","description","0","neutral","0.908172","0.152411","0.316169","0.072552","0.171731","0.064693"
"","","","1","26","1","en","","","","","","","","",""
"","","","1","159","1","en","actual effect","-0.222047","negative","0.915111","0.293924","0.070663","0.181691","0.014971","0.024334"
"400","not enough text provided for language detection","683fc2df5a72ce390bceae41","","","","","","","","","","","","",""
"","","","1","61","1","en","words","0","neutral","0.986882","0.429513","0.10043","0.08682","0.317862","0.331295"
